BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR;TRADINGSESSION;VOLUME
SNDX;IMOEX;21.08.1998;Индекс МосБиржи;Индекс МосБиржи;19,36;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.08.1998;Индекс МосБиржи;Индекс МосБиржи;21,32;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.08.1998;Индекс МосБиржи;Индекс МосБиржи;22,58;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.08.1998;Индекс МосБиржи;Индекс МосБиржи;23,63;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.08.1998;Индекс МосБиржи;Индекс МосБиржи;23,43;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.08.1998;Индекс МосБиржи;Индекс МосБиржи;21,32;;;;;;;2;;RUB;;3;
SNDX;IMOEX;31.08.1998;Индекс МосБиржи;Индекс МосБиржи;20,92;;;;;;;2;;RUB;;3;
SNDX;IMOEX;01.09.1998;Индекс МосБиржи;Индекс МосБиржи;21,02;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.09.1998;Индекс МосБиржи;Индекс МосБиржи;22,86;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.09.1998;Индекс МосБиржи;Индекс МосБиржи;26,49;;;;;;;2;;RUB;;3;
SNDX;IMOEX;04.09.1998;Индекс МосБиржи;Индекс МосБиржи;30,96;;;;;;;2;;RUB;;3;
SNDX;IMOEX;07.09.1998;Индекс МосБиржи;Индекс МосБиржи;40,76;;;;;;;2;;RUB;;3;
SNDX;IMOEX;08.09.1998;Индекс МосБиржи;Индекс МосБиржи;34,03;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.09.1998;Индекс МосБиржи;Индекс МосБиржи;30,05;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.09.1998;Индекс МосБиржи;Индекс МосБиржи;30,31;;;;;;;2;;RUB;;3;
SNDX;IMOEX;11.09.1998;Индекс МосБиржи;Индекс МосБиржи;27,38;;;;;;;2;;RUB;;3;
SNDX;IMOEX;14.09.1998;Индекс МосБиржи;Индекс МосБиржи;24,56;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.09.1998;Индекс МосБиржи;Индекс МосБиржи;25,84;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.09.1998;Индекс МосБиржи;Индекс МосБиржи;26,59;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.09.1998;Индекс МосБиржи;Индекс МосБиржи;24,79;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.09.1998;Индекс МосБиржи;Индекс МосБиржи;27,61;;;;;;;2;;RUB;;3;
SNDX;IMOEX;21.09.1998;Индекс МосБиржи;Индекс МосБиржи;27,74;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.09.1998;Индекс МосБиржи;Индекс МосБиржи;27,04;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.09.1998;Индекс МосБиржи;Индекс МосБиржи;26,49;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.09.1998;Индекс МосБиржи;Индекс МосБиржи;26,67;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.09.1998;Индекс МосБиржи;Индекс МосБиржи;26,45;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.09.1998;Индекс МосБиржи;Индекс МосБиржи;25,09;;;;;;;2;;RUB;;3;
SNDX;IMOEX;29.09.1998;Индекс МосБиржи;Индекс МосБиржи;26,23;;;;;;;2;;RUB;;3;
SNDX;IMOEX;30.09.1998;Индекс МосБиржи;Индекс МосБиржи;27,02;;;;;;;2;;RUB;;3;
SNDX;IMOEX;01.10.1998;Индекс МосБиржи;Индекс МосБиржи;23,39;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.10.1998;Индекс МосБиржи;Индекс МосБиржи;19,64;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.10.1998;Индекс МосБиржи;Индекс МосБиржи;18,53;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.10.1998;Индекс МосБиржи;Индекс МосБиржи;19,71;;;;;;;2;;RUB;;3;
SNDX;IMOEX;07.10.1998;Индекс МосБиржи;Индекс МосБиржи;20,78;;;;;;;2;;RUB;;3;
SNDX;IMOEX;08.10.1998;Индекс МосБиржи;Индекс МосБиржи;20,19;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.10.1998;Индекс МосБиржи;Индекс МосБиржи;20,3;;;;;;;2;;RUB;;3;
SNDX;IMOEX;12.10.1998;Индекс МосБиржи;Индекс МосБиржи;21,88;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.10.1998;Индекс МосБиржи;Индекс МосБиржи;23,46;;;;;;;2;;RUB;;3;
SNDX;IMOEX;14.10.1998;Индекс МосБиржи;Индекс МосБиржи;23,46;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.10.1998;Индекс МосБиржи;Индекс МосБиржи;23,46;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.10.1998;Индекс МосБиржи;Индекс МосБиржи;23,46;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.10.1998;Индекс МосБиржи;Индекс МосБиржи;23,46;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.10.1998;Индекс МосБиржи;Индекс МосБиржи;30,72;;;;;;;2;;RUB;;3;
SNDX;IMOEX;21.10.1998;Индекс МосБиржи;Индекс МосБиржи;32,75;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.10.1998;Индекс МосБиржи;Индекс МосБиржи;33,91;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.10.1998;Индекс МосБиржи;Индекс МосБиржи;31,59;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.10.1998;Индекс МосБиржи;Индекс МосБиржи;32,6;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.10.1998;Индекс МосБиржи;Индекс МосБиржи;31,85;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.10.1998;Индекс МосБиржи;Индекс МосБиржи;30,79;;;;;;;2;;RUB;;3;
SNDX;IMOEX;29.10.1998;Индекс МосБиржи;Индекс МосБиржи;31,72;;;;;;;2;;RUB;;3;
SNDX;IMOEX;30.10.1998;Индекс МосБиржи;Индекс МосБиржи;32,94;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.11.1998;Индекс МосБиржи;Индекс МосБиржи;34,19;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.11.1998;Индекс МосБиржи;Индекс МосБиржи;34,83;;;;;;;2;;RUB;;3;
SNDX;IMOEX;04.11.1998;Индекс МосБиржи;Индекс МосБиржи;35,83;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.11.1998;Индекс МосБиржи;Индекс МосБиржи;36,64;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.11.1998;Индекс МосБиржи;Индекс МосБиржи;34,6;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.11.1998;Индекс МосБиржи;Индекс МосБиржи;34,74;;;;;;;2;;RUB;;3;
SNDX;IMOEX;11.11.1998;Индекс МосБиржи;Индекс МосБиржи;35,32;;;;;;;2;;RUB;;3;
SNDX;IMOEX;12.11.1998;Индекс МосБиржи;Индекс МосБиржи;37,31;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.11.1998;Индекс МосБиржи;Индекс МосБиржи;38,4;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.11.1998;Индекс МосБиржи;Индекс МосБиржи;40,05;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.11.1998;Индекс МосБиржи;Индекс МосБиржи;41,75;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.11.1998;Индекс МосБиржи;Индекс МосБиржи;41,55;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.11.1998;Индекс МосБиржи;Индекс МосБиржи;41,24;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.11.1998;Индекс МосБиржи;Индекс МосБиржи;42,11;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.11.1998;Индекс МосБиржи;Индекс МосБиржи;46,86;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.11.1998;Индекс МосБиржи;Индекс МосБиржи;51,7;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.11.1998;Индекс МосБиржи;Индекс МосБиржи;47,11;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.11.1998;Индекс МосБиржи;Индекс МосБиржи;49,76;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.11.1998;Индекс МосБиржи;Индекс МосБиржи;50,4;;;;;;;2;;RUB;;3;
SNDX;IMOEX;30.11.1998;Индекс МосБиржи;Индекс МосБиржи;50,41;;;;;;;2;;RUB;;3;
SNDX;IMOEX;01.12.1998;Индекс МосБиржи;Индекс МосБиржи;47,86;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.12.1998;Индекс МосБиржи;Индекс МосБиржи;49,04;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.12.1998;Индекс МосБиржи;Индекс МосБиржи;46,86;;;;;;;2;;RUB;;3;
SNDX;IMOEX;04.12.1998;Индекс МосБиржи;Индекс МосБиржи;46,82;;;;;;;2;;RUB;;3;
SNDX;IMOEX;07.12.1998;Индекс МосБиржи;Индекс МосБиржи;48,24;;;;;;;2;;RUB;;3;
SNDX;IMOEX;08.12.1998;Индекс МосБиржи;Индекс МосБиржи;46,27;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.12.1998;Индекс МосБиржи;Индекс МосБиржи;45,23;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.12.1998;Индекс МосБиржи;Индекс МосБиржи;46,33;;;;;;;2;;RUB;;3;
SNDX;IMOEX;11.12.1998;Индекс МосБиржи;Индекс МосБиржи;45,77;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.12.1998;Индекс МосБиржи;Индекс МосБиржи;45,92;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.12.1998;Индекс МосБиржи;Индекс МосБиржи;48,37;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.12.1998;Индекс МосБиржи;Индекс МосБиржи;48,39;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.12.1998;Индекс МосБиржи;Индекс МосБиржи;46,24;;;;;;;2;;RUB;;3;
SNDX;IMOEX;21.12.1998;Индекс МосБиржи;Индекс МосБиржи;46,34;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.12.1998;Индекс МосБиржи;Индекс МосБиржи;45,59;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.12.1998;Индекс МосБиржи;Индекс МосБиржи;44,4;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.12.1998;Индекс МосБиржи;Индекс МосБиржи;44,68;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.12.1998;Индекс МосБиржи;Индекс МосБиржи;45,94;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.12.1998;Индекс МосБиржи;Индекс МосБиржи;46,35;;;;;;;2;;RUB;;3;
SNDX;IMOEX;29.12.1998;Индекс МосБиржи;Индекс МосБиржи;45,55;;;;;;;2;;RUB;;3;
SNDX;IMOEX;30.12.1998;Индекс МосБиржи;Индекс МосБиржи;45,34;;;;;;;2;;RUB;;3;
SNDX;IMOEX;31.12.1998;Индекс МосБиржи;Индекс МосБиржи;45,34;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.01.1999;Индекс МосБиржи;Индекс МосБиржи;45,6;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.01.1999;Индекс МосБиржи;Индекс МосБиржи;46,79;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.01.1999;Индекс МосБиржи;Индекс МосБиржи;49,72;;;;;;;2;;RUB;;3;
SNDX;IMOEX;11.01.1999;Индекс МосБиржи;Индекс МосБиржи;49,6;;;;;;;2;;RUB;;3;
SNDX;IMOEX;12.01.1999;Индекс МосБиржи;Индекс МосБиржи;48,07;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.01.1999;Индекс МосБиржи;Индекс МосБиржи;44,84;;;;;;;2;;RUB;;3;
SNDX;IMOEX;14.01.1999;Индекс МосБиржи;Индекс МосБиржи;43,42;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.01.1999;Индекс МосБиржи;Индекс МосБиржи;42,33;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.01.1999;Индекс МосБиржи;Индекс МосБиржи;43,61;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.01.1999;Индекс МосБиржи;Индекс МосБиржи;44,36;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.01.1999;Индекс МосБиржи;Индекс МосБиржи;45,24;;;;;;;2;;RUB;;3;
SNDX;IMOEX;21.01.1999;Индекс МосБиржи;Индекс МосБиржи;45,83;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.01.1999;Индекс МосБиржи;Индекс МосБиржи;44,46;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.01.1999;Индекс МосБиржи;Индекс МосБиржи;44,54;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.01.1999;Индекс МосБиржи;Индекс МосБиржи;44,59;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.01.1999;Индекс МосБиржи;Индекс МосБиржи;44,16;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.01.1999;Индекс МосБиржи;Индекс МосБиржи;43,94;;;;;;;2;;RUB;;3;
SNDX;IMOEX;29.01.1999;Индекс МосБиржи;Индекс МосБиржи;44,51;;;;;;;2;;RUB;;3;
SNDX;IMOEX;01.02.1999;Индекс МосБиржи;Индекс МосБиржи;44,73;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.02.1999;Индекс МосБиржи;Индекс МосБиржи;44,73;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.02.1999;Индекс МосБиржи;Индекс МосБиржи;45,04;;;;;;;2;;RUB;;3;
SNDX;IMOEX;04.02.1999;Индекс МосБиржи;Индекс МосБиржи;45,47;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.02.1999;Индекс МосБиржи;Индекс МосБиржи;45,05;;;;;;;2;;RUB;;3;
SNDX;IMOEX;08.02.1999;Индекс МосБиржи;Индекс МосБиржи;45,64;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.02.1999;Индекс МосБиржи;Индекс МосБиржи;47,03;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.02.1999;Индекс МосБиржи;Индекс МосБиржи;50,59;;;;;;;2;;RUB;;3;
SNDX;IMOEX;11.02.1999;Индекс МосБиржи;Индекс МосБиржи;54,1;;;;;;;2;;RUB;;3;
SNDX;IMOEX;12.02.1999;Индекс МосБиржи;Индекс МосБиржи;53,59;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.02.1999;Индекс МосБиржи;Индекс МосБиржи;52,91;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.02.1999;Индекс МосБиржи;Индекс МосБиржи;55,11;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.02.1999;Индекс МосБиржи;Индекс МосБиржи;57,68;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.02.1999;Индекс МосБиржи;Индекс МосБиржи;58,35;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.02.1999;Индекс МосБиржи;Индекс МосБиржи;61,13;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.02.1999;Индекс МосБиржи;Индекс МосБиржи;70,36;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.02.1999;Индекс МосБиржи;Индекс МосБиржи;68,8;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.02.1999;Индекс МосБиржи;Индекс МосБиржи;68,39;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.02.1999;Индекс МосБиржи;Индекс МосБиржи;68,27;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.02.1999;Индекс МосБиржи;Индекс МосБиржи;62,44;;;;;;;2;;RUB;;3;
SNDX;IMOEX;01.03.1999;Индекс МосБиржи;Индекс МосБиржи;66,66;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.03.1999;Индекс МосБиржи;Индекс МосБиржи;70,28;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.03.1999;Индекс МосБиржи;Индекс МосБиржи;67,44;;;;;;;2;;RUB;;3;
SNDX;IMOEX;04.03.1999;Индекс МосБиржи;Индекс МосБиржи;65,32;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.03.1999;Индекс МосБиржи;Индекс МосБиржи;66,74;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.03.1999;Индекс МосБиржи;Индекс МосБиржи;67,93;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.03.1999;Индекс МосБиржи;Индекс МосБиржи;70,08;;;;;;;2;;RUB;;3;
SNDX;IMOEX;11.03.1999;Индекс МосБиржи;Индекс МосБиржи;77,61;;;;;;;2;;RUB;;3;
SNDX;IMOEX;12.03.1999;Индекс МосБиржи;Индекс МосБиржи;79,3;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.03.1999;Индекс МосБиржи;Индекс МосБиржи;79,96;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.03.1999;Индекс МосБиржи;Индекс МосБиржи;82,55;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.03.1999;Индекс МосБиржи;Индекс МосБиржи;87,25;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.03.1999;Индекс МосБиржи;Индекс МосБиржи;87,61;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.03.1999;Индекс МосБиржи;Индекс МосБиржи;86,28;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.03.1999;Индекс МосБиржи;Индекс МосБиржи;84,71;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.03.1999;Индекс МосБиржи;Индекс МосБиржи;82,6;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.03.1999;Индекс МосБиржи;Индекс МосБиржи;79,47;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.03.1999;Индекс МосБиржи;Индекс МосБиржи;87,56;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.03.1999;Индекс МосБиржи;Индекс МосБиржи;92,37;;;;;;;2;;RUB;;3;
SNDX;IMOEX;29.03.1999;Индекс МосБиржи;Индекс МосБиржи;89,64;;;;;;;2;;RUB;;3;
SNDX;IMOEX;30.03.1999;Индекс МосБиржи;Индекс МосБиржи;89,16;;;;;;;2;;RUB;;3;
SNDX;IMOEX;31.03.1999;Индекс МосБиржи;Индекс МосБиржи;86,56;;;;;;;2;;RUB;;3;
SNDX;IMOEX;01.04.1999;Индекс МосБиржи;Индекс МосБиржи;87,4;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.04.1999;Индекс МосБиржи;Индекс МосБиржи;86,05;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.04.1999;Индекс МосБиржи;Индекс МосБиржи;87,89;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.04.1999;Индекс МосБиржи;Индекс МосБиржи;85,62;;;;;;;2;;RUB;;3;
SNDX;IMOEX;07.04.1999;Индекс МосБиржи;Индекс МосБиржи;81,88;;;;;;;2;;RUB;;3;
SNDX;IMOEX;08.04.1999;Индекс МосБиржи;Индекс МосБиржи;81;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.04.1999;Индекс МосБиржи;Индекс МосБиржи;76,29;;;;;;;2;;RUB;;3;
SNDX;IMOEX;12.04.1999;Индекс МосБиржи;Индекс МосБиржи;77,34;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.04.1999;Индекс МосБиржи;Индекс МосБиржи;79,26;;;;;;;2;;RUB;;3;
SNDX;IMOEX;14.04.1999;Индекс МосБиржи;Индекс МосБиржи;82,06;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.04.1999;Индекс МосБиржи;Индекс МосБиржи;86,74;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.04.1999;Индекс МосБиржи;Индекс МосБиржи;88,79;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.04.1999;Индекс МосБиржи;Индекс МосБиржи;92,5;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.04.1999;Индекс МосБиржи;Индекс МосБиржи;88,37;;;;;;;2;;RUB;;3;
SNDX;IMOEX;21.04.1999;Индекс МосБиржи;Индекс МосБиржи;86,92;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.04.1999;Индекс МосБиржи;Индекс МосБиржи;89,53;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.04.1999;Индекс МосБиржи;Индекс МосБиржи;92,18;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.04.1999;Индекс МосБиржи;Индекс МосБиржи;92,41;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.04.1999;Индекс МосБиржи;Индекс МосБиржи;92,65;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.04.1999;Индекс МосБиржи;Индекс МосБиржи;89,38;;;;;;;2;;RUB;;3;
SNDX;IMOEX;29.04.1999;Индекс МосБиржи;Индекс МосБиржи;93,48;;;;;;;2;;RUB;;3;
SNDX;IMOEX;30.04.1999;Индекс МосБиржи;Индекс МосБиржи;96,6;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.05.1999;Индекс МосБиржи;Индекс МосБиржи;105,99;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.05.1999;Индекс МосБиржи;Индекс МосБиржи;110,93;;;;;;;2;;RUB;;3;
SNDX;IMOEX;07.05.1999;Индекс МосБиржи;Индекс МосБиржи;109,88;;;;;;;2;;RUB;;3;
SNDX;IMOEX;11.05.1999;Индекс МосБиржи;Индекс МосБиржи;104,02;;;;;;;2;;RUB;;3;
SNDX;IMOEX;12.05.1999;Индекс МосБиржи;Индекс МосБиржи;90,98;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.05.1999;Индекс МосБиржи;Индекс МосБиржи;92,92;;;;;;;2;;RUB;;3;
SNDX;IMOEX;14.05.1999;Индекс МосБиржи;Индекс МосБиржи;96,93;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.05.1999;Индекс МосБиржи;Индекс МосБиржи;106,21;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.05.1999;Индекс МосБиржи;Индекс МосБиржи;109,6;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.05.1999;Индекс МосБиржи;Индекс МосБиржи;111,19;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.05.1999;Индекс МосБиржи;Индекс МосБиржи;107,04;;;;;;;2;;RUB;;3;
SNDX;IMOEX;21.05.1999;Индекс МосБиржи;Индекс МосБиржи;109,97;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.05.1999;Индекс МосБиржи;Индекс МосБиржи;114,19;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.05.1999;Индекс МосБиржи;Индекс МосБиржи;110,18;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.05.1999;Индекс МосБиржи;Индекс МосБиржи;110,51;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.05.1999;Индекс МосБиржи;Индекс МосБиржи;112,92;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.05.1999;Индекс МосБиржи;Индекс МосБиржи;110,15;;;;;;;2;;RUB;;3;
SNDX;IMOEX;31.05.1999;Индекс МосБиржи;Индекс МосБиржи;107,87;;;;;;;2;;RUB;;3;
SNDX;IMOEX;01.06.1999;Индекс МосБиржи;Индекс МосБиржи;108,46;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.06.1999;Индекс МосБиржи;Индекс МосБиржи;105,27;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.06.1999;Индекс МосБиржи;Индекс МосБиржи;108,1;;;;;;;2;;RUB;;3;
SNDX;IMOEX;04.06.1999;Индекс МосБиржи;Индекс МосБиржи;111,75;;;;;;;2;;RUB;;3;
SNDX;IMOEX;07.06.1999;Индекс МосБиржи;Индекс МосБиржи;113,66;;;;;;;2;;RUB;;3;
SNDX;IMOEX;08.06.1999;Индекс МосБиржи;Индекс МосБиржи;116,01;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.06.1999;Индекс МосБиржи;Индекс МосБиржи;116,87;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.06.1999;Индекс МосБиржи;Индекс МосБиржи;119,3;;;;;;;2;;RUB;;3;
